source_system,source_file,schema_name,table_name,field_name,table_field,ordinal_position,data_type,size_text,full_type,max_length,numeric_precision,numeric_scale,is_nullable
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_substance_misuse,clas_substance_misused,ssd_cla_substance_misuse.clas_substance_misused,4,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_substance_misuse,clas_intervention_received,ssd_cla_substance_misuse.clas_intervention_received,5,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_visits,clav_cla_id,ssd_cla_visits.clav_cla_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_visits,clav_cla_visit_id,ssd_cla_visits.clav_cla_visit_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_visits,clav_cla_visit_date,ssd_cla_visits.clav_cla_visit_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_visits,clav_cla_visit_seen,ssd_cla_visits.clav_cla_visit_seen,4,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_visits,clav_cla_visit_seen_alone,ssd_cla_visits.clav_cla_visit_seen_alone,5,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cla_visits,clav_person_id,ssd_cla_visits.clav_person_id,6,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_contacts,cont_contact_id,ssd_contacts.cont_contact_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_contacts,cont_person_id,ssd_contacts.cont_person_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_contacts,cont_contact_date,ssd_contacts.cont_contact_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_contacts,cont_contact_source_desc,ssd_contacts.cont_contact_source_desc,4,varchar,255,varchar(255),255,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_contacts,cont_contact_outcome_json,ssd_contacts.cont_contact_outcome_json,5,varchar,500,varchar(500),500,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_plans,cppl_cp_plan_id,ssd_cp_plans.cppl_cp_plan_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_plans,cppl_referral_id,ssd_cp_plans.cppl_referral_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_plans,cppl_icpc_id,ssd_cp_plans.cppl_icpc_id,3,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_plans,cppl_person_id,ssd_cp_plans.cppl_person_id,4,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_plans,cppl_cp_plan_start_date,ssd_cp_plans.cppl_cp_plan_start_date,5,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_plans,cppl_cp_plan_end_date,ssd_cp_plans.cppl_cp_plan_end_date,6,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_plans,cppl_cp_plan_initial_category,ssd_cp_plans.cppl_cp_plan_initial_category,7,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_plans,cppl_cp_plan_latest_category,ssd_cp_plans.cppl_cp_plan_latest_category,8,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_reviews,cppr_cp_review_id,ssd_cp_reviews.cppr_cp_review_id,1,numeric,9,numeric(9),,9,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/ssd_cp_reviews_tag_dw.sql,,ssd_cp_reviews,workflow_step_id,ssd_cp_reviews.workflow_step_id,1,numeric,9,numeric(9),,9,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_reviews,cppr_cp_plan_id,ssd_cp_reviews.cppr_cp_plan_id,2,numeric,9,numeric(9),,9,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/ssd_cp_reviews_tag_dw.sql,,ssd_cp_reviews,person_id,ssd_cp_reviews.person_id,2,numeric,9,numeric(9),,9,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_reviews,cppr_cp_review_due,ssd_cp_reviews.cppr_cp_review_due,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/ssd_cp_reviews_tag_dw.sql,,ssd_cp_reviews,registration_id,ssd_cp_reviews.registration_id,3,numeric,9,numeric(9),,9,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_reviews,cppr_cp_review_date,ssd_cp_reviews.cppr_cp_review_date,4,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/ssd_cp_reviews_tag_dw.sql,,ssd_cp_reviews,due_date,ssd_cp_reviews.due_date,4,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/ssd_cp_reviews_tag_dw.sql,,ssd_cp_reviews,actual_date,ssd_cp_reviews.actual_date,5,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_reviews,cppr_cp_review_outcome_continue_cp,ssd_cp_reviews.cppr_cp_review_outcome_continue_cp,5,varchar,1000,varchar(1000),1000,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_reviews,cppr_cp_review_quorate,ssd_cp_reviews.cppr_cp_review_quorate,6,varchar,64,varchar(64),64,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/ssd_cp_reviews_tag_dw.sql,,ssd_cp_reviews,review_outcome,ssd_cp_reviews.review_outcome,6,varchar,1000,varchar(1000),1000,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_reviews,cppr_cp_review_participation,ssd_cp_reviews.cppr_cp_review_participation,7,varchar,16,varchar(16),16,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/ssd_cp_reviews_tag_dw.sql,,ssd_cp_reviews,quorate,ssd_cp_reviews.quorate,7,varchar,64,varchar(64),64,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/ssd_cp_reviews_tag_dw.sql,,ssd_cp_reviews,review_participation,ssd_cp_reviews.review_participation,8,varchar,16,varchar(16),16,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/ssd_cp_reviews_tag_dw.sql,,ssd_cp_reviews,previous_conference_workflow_step_id,ssd_cp_reviews.previous_conference_workflow_step_id,9,numeric,9,numeric(9),,9,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/ssd_cp_reviews_tag_dw.sql,,ssd_cp_reviews,previous_conference_date,ssd_cp_reviews.previous_conference_date,10,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/ssd_cp_reviews_tag_dw.sql,,ssd_cp_reviews,previous_conference_type,ssd_cp_reviews.previous_conference_type,11,varchar,64,varchar(64),64,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_visits,cppv_cp_visit_id,ssd_cp_visits.cppv_cp_visit_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_visits,cppv_cp_plan_id,ssd_cp_visits.cppv_cp_plan_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_visits,cppv_cp_visit_id,ssd_cp_visits.cppv_cp_visit_id,3,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_visits,cppv_cp_visit_date,ssd_cp_visits.cppv_cp_visit_date,4,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_visits,cppv_cp_visit_seen,ssd_cp_visits.cppv_cp_visit_seen,5,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_visits,cppv_cp_visit_seen_alone,ssd_cp_visits.cppv_cp_visit_seen_alone,6,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_cp_visits,cppv_cp_visit_bedroom,ssd_cp_visits.cppv_cp_visit_bedroom,7,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_department,dept_team_id,ssd_department.dept_team_id,1,nvarchar,48,nvarchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_department,dept_team_name,ssd_department.dept_team_name,2,nvarchar,255,nvarchar(255),255,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_department,dept_team_parent_id,ssd_department.dept_team_parent_id,3,nvarchar,48,nvarchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_department,dept_team_parent_name,ssd_department.dept_team_parent_name,4,nvarchar,255,nvarchar(255),255,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_disability,disa_person_id,ssd_disability.disa_person_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_disability,disa_table_id,ssd_disability.disa_table_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_disability,disa_disability_code,ssd_disability.disa_disability_code,3,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_early_help_episodes,earl_episode_id,ssd_early_help_episodes.earl_episode_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_early_help_episodes,earl_person_id,ssd_early_help_episodes.earl_person_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_early_help_episodes,earl_episode_start_date,ssd_early_help_episodes.earl_episode_start_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_early_help_episodes,earl_episode_end_date,ssd_early_help_episodes.earl_episode_end_date,4,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_early_help_episodes,earl_episode_reason,ssd_early_help_episodes.earl_episode_reason,5,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_early_help_episodes,earl_episode_end_reason,ssd_early_help_episodes.earl_episode_end_reason,6,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_early_help_episodes,earl_episode_organisation,ssd_early_help_episodes.earl_episode_organisation,7,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_early_help_episodes,earl_episode_worker_id,ssd_early_help_episodes.earl_episode_worker_id,8,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_active_plans,ehcp_active_ehcp_id,ssd_ehcp_active_plans.ehcp_active_ehcp_id,1,nvarchar,48,nvarchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_active_plans,ehcp_ehcp_request_id,ssd_ehcp_active_plans.ehcp_ehcp_request_id,2,nvarchar,48,nvarchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_active_plans,ehcp_active_ehcp_last_review_date,ssd_ehcp_active_plans.ehcp_active_ehcp_last_review_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_assessment,ehca_ehcp_assessment_id,ssd_ehcp_assessment.ehca_ehcp_assessment_id,1,nvarchar,48,nvarchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_assessment,ehca_ehcp_request_id,ssd_ehcp_assessment.ehca_ehcp_request_id,2,nvarchar,48,nvarchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_assessment,ehca_ehcp_assessment_outcome_date,ssd_ehcp_assessment.ehca_ehcp_assessment_outcome_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_assessment,ehca_ehcp_assessment_outcome,ssd_ehcp_assessment.ehca_ehcp_assessment_outcome,4,nvarchar,100,nvarchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_assessment,ehca_ehcp_assessment_exceptions,ssd_ehcp_assessment.ehca_ehcp_assessment_exceptions,5,nvarchar,100,nvarchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_named_plan,ehcn_named_plan_id,ssd_ehcp_named_plan.ehcn_named_plan_id,1,nvarchar,48,nvarchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_named_plan,ehcn_ehcp_asmt_id,ssd_ehcp_named_plan.ehcn_ehcp_asmt_id,2,nvarchar,48,nvarchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_named_plan,ehcn_named_plan_start_date,ssd_ehcp_named_plan.ehcn_named_plan_start_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_named_plan,ehcn_named_plan_ceased_date,ssd_ehcp_named_plan.ehcn_named_plan_ceased_date,4,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_named_plan,ehcn_named_plan_ceased_reason,ssd_ehcp_named_plan.ehcn_named_plan_ceased_reason,5,nvarchar,100,nvarchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_requests,ehcr_ehcp_request_id,ssd_ehcp_requests.ehcr_ehcp_request_id,1,nvarchar,48,nvarchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_requests,ehcr_send_table_id,ssd_ehcp_requests.ehcr_send_table_id,2,nvarchar,48,nvarchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_requests,ehcr_ehcp_req_date,ssd_ehcp_requests.ehcr_ehcp_req_date,3,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_requests,ehcr_ehcp_req_outcome_date,ssd_ehcp_requests.ehcr_ehcp_req_outcome_date,4,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_ehcp_requests,ehcr_ehcp_req_outcome,ssd_ehcp_requests.ehcr_ehcp_req_outcome,5,nvarchar,100,nvarchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_immigration_status,immi_person_id,ssd_immigration_status.immi_person_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_immigration_status,immi_immigration_status_id,ssd_immigration_status.immi_immigration_status_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_immigration_status,immi_immigration_status,ssd_immigration_status.immi_immigration_status,3,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_immigration_status,immi_immigration_status_start_date,ssd_immigration_status.immi_immigration_status_start_date,4,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_immigration_status,immi_immigration_status_end_date,ssd_immigration_status.immi_immigration_status_end_date,5,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_icpc_id,ssd_initial_cp_conference.icpc_icpc_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_icpc_meeting_id,ssd_initial_cp_conference.icpc_icpc_meeting_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_s47_enquiry_id,ssd_initial_cp_conference.icpc_s47_enquiry_id,3,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_person_id,ssd_initial_cp_conference.icpc_person_id,4,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_cp_plan_id,ssd_initial_cp_conference.icpc_cp_plan_id,5,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_referral_id,ssd_initial_cp_conference.icpc_referral_id,6,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_icpc_transfer_in,ssd_initial_cp_conference.icpc_icpc_transfer_in,7,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_icpc_target_date,ssd_initial_cp_conference.icpc_icpc_target_date,8,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_icpc_date,ssd_initial_cp_conference.icpc_icpc_date,9,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_icpc_outcome_cp_flag,ssd_initial_cp_conference.icpc_icpc_outcome_cp_flag,10,varchar,1,varchar(1),1,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_icpc_outcome_json,ssd_initial_cp_conference.icpc_icpc_outcome_json,11,varchar,500,varchar(500),500,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_icpc_team,ssd_initial_cp_conference.icpc_icpc_team,12,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_initial_cp_conference,icpc_icpc_worker_id,ssd_initial_cp_conference.icpc_icpc_worker_id,13,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_involvements,invo_involvements_id,ssd_involvements.invo_involvements_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_involvements,invo_professional_id,ssd_involvements.invo_professional_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_involvements,invo_professional_role_id,ssd_involvements.invo_professional_role_id,3,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_involvements,invo_professional_team,ssd_involvements.invo_professional_team,4,varchar,255,varchar(255),255,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_involvements,invo_referral_id,ssd_involvements.invo_referral_id,5,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_involvements,invo_involvement_start_date,ssd_involvements.invo_involvement_start_date,6,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_involvements,invo_involvement_end_date,ssd_involvements.invo_involvement_end_date,7,datetime,,datetime,,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_involvements,invo_worker_change_reason,ssd_involvements.invo_worker_change_reason,8,varchar,200,varchar(200),200,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_legal_status,lega_legal_status_id,ssd_legal_status.lega_legal_status_id,1,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_legal_status,lega_person_id,ssd_legal_status.lega_person_id,2,varchar,48,varchar(48),48,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_legal_status,lega_legal_status,ssd_legal_status.lega_legal_status,3,varchar,100,varchar(100),100,,,
mosaic,/workspaces/ssd-data-model/deployment_extracts/mosaic/live/ssd_deployment_individual_files/populate_ssd_data_warehouse.sql,,ssd_legal_status,lega_legal_status_start_date,ssd_legal_status.lega_legal_status_start_date,4,datetime,,datetime,,,,
